ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
KEGG_hsa00785	Lipoic acid metabolism	0.335193729469664	0.00384143377137515	0.0190734925901063	1/467	4/18122	51601	LIPT1	1
KEGG_hsa05310	Asthma	0.61910144023079	0.00477420284393387	0.0232785322120589	3/467	31/18122	3565/3117/3118	IL4/HLA-DQA1/HLA-DQA2	3
KEGG_hsa04672	Intestinal immune network for IgA production	0.78568038939411	0.00581828458789427	0.0255407245223632	4/467	49/18122	3565/3117/3118/3569	IL4/HLA-DQA1/HLA-DQA2/IL6	4
KEGG_hsa00440	Phosphonate and phosphinate metabolism	0.296648092857673	0.00927952462275462	0.0336770967232768	1/467	6/18122	9468	PCYT1B	1
KEGG_hsa04062	Chemokine signaling pathway	1.33273479102158	0.00969482821500459	0.0351372717792479	10/467	192/18122	108/5590/2793/6362/9475/5196/3845/673/1237/2868	ADCY2/PRKCZ/GNGT2/CCL18/ROCK2/PF4/KRAS/BRAF/CCR8/GRK4	10
KEGG_hsa05330	Allograft rejection	0.61910144023079	0.0121211435298879	0.039979376137355	3/467	38/18122	3565/3117/3118	IL4/HLA-DQA1/HLA-DQA2	3
KEGG_hsa05332	Graft-versus-host disease	0.654809953006763	0.0133651694973072	0.0417127277023718	3/467	42/18122	3117/3118/3569	HLA-DQA1/HLA-DQA2/IL6	3
KEGG_hsa00532	Glycosaminoglycan biosynthesis	0.483728233676073	0.0139903066190054	0.0432964854384972	2/467	20/18122	55501/113189	CHST12/CHST14	2
KEGG_hsa05213	Endometrial cancer	0.800612130912904	0.0144617266932038	0.0446026633279586	4/467	58/18122	3845/673/5728/2002	KRAS/BRAF/PTEN/ELK1	4
KEGG_hsa05416	Viral myocarditis	0.686719914539872	0.0144617266932038	0.0446026633279586	4/467	60/18122	3117/3118/8672/6443	HLA-DQA1/HLA-DQA2/EIF4G3/SGCB	4
KEGG_hsa04978	Mineral absorption	0.759327256686751	0.0166424332612863	0.0478204238485369	4/467	60/18122	65010/4494/492/1181	SLC26A6/MT1F/ATP2B3/CLCN2	4
KEGG_hsa04659	Th17 cell differentiation	1.05127103020717	0.0180314324297012	0.0513479131480251	6/467	108/18122	3565/3117/27040/3118/3556/3569	IL4/HLA-DQA1/LAT/HLA-DQA2/IL1RAP/IL6	6
KEGG_hsa05321	Inflammatory bowel disease	0.78568038939411	0.0203056527605393	0.0556376599379916	4/467	65/18122	3565/3117/3118/3569	IL4/HLA-DQA1/HLA-DQA2/IL6	4
KEGG_hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	0.902092769437855	0.0248532725174964	0.0628856887922914	5/467	89/18122	55509/27040/3845/5728/148022	BATF3/LAT/KRAS/PTEN/TICAM1	5
KEGG_hsa04658	Th1 and Th2 cell differentiation	0.866983649750602	0.0261139112116858	0.0630407954540341	5/467	92/18122	55534/3565/3117/27040/3118	MAML3/IL4/HLA-DQA1/LAT/HLA-DQA2	5
KEGG_hsa05100	Bacterial invasion of epithelial cells	0.701364614256202	0.0291237169504853	0.0697477002232913	4/467	77/18122	391/2017/1211/79658	RHOG/CTTN/CLTA/ARHGAP10	4
KEGG_hsa05320	Autoimmune thyroid disease	0.61910144023079	0.0303227261931604	0.071426498586091	3/467	53/18122	3565/3117/3118	IL4/HLA-DQA1/HLA-DQA2	3
KEGG_hsa04640	Hematopoietic cell lineage	0.915530617458998	0.0315788341393718	0.0719413607998631	5/467	99/18122	3565/3117/3675/3118/3569	IL4/HLA-DQA1/ITGA3/HLA-DQA2/IL6	5
KEGG_hsa05218	Melanoma	0.794834673658725	0.0325246486373328	0.0739717470266855	4/467	72/18122	1021/3845/673/5728	CDK6/KRAS/BRAF/PTEN	4
KEGG_hsa05140	Leishmaniasis	0.728454581305771	0.0380729454725798	0.081080718912933	4/467	77/18122	3565/3117/3118/2002	IL4/HLA-DQA1/HLA-DQA2/ELK1	4
KEGG_hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.874756056439423	0.0410886490886455	0.0867397377067756	5/467	100/18122	6362/5196/1237/3569/8764	CCL18/PF4/CCR8/IL6/TNFRSF14	5
KEGG_hsa05214	Glioma	0.794834673658725	0.0420740702686439	0.0867397377067756	4/467	75/18122	1021/3845/673/5728	CDK6/KRAS/BRAF/PTEN	4
KEGG_hsa03020	RNA polymerase	0.596312891165883	0.0428419434855671	0.0867397377067756	1/467	31/18122	548644	POLR2J3	1
KEGG_hsa04926	Relaxin signaling pathway	0.943930506077965	0.0462815595161243	0.0932929093789352	6/467	129/18122	108/5590/2793/1386/6019/3845	ADCY2/PRKCZ/GNGT2/ATF2/RLN2/KRAS	6
KEGG_hsa01521	EGFR tyrosine kinase inhibitor resistance	0.857837939001243	0.0463195337602533	0.0932929093789352	4/467	79/18122	3845/673/5728/3569	KRAS/BRAF/PTEN/IL6	4
KEGG_hsa04330	Notch signaling pathway	0.630432496604051	0.0530424669777989	0.101552350266111	3/467	59/18122	55534/4855/7089	MAML3/NOTCH4/TLE2	3
KEGG_hsa04910	Insulin signaling pathway	0.953201420277433	0.0548706085960969	0.102910839069334	6/467	137/18122	31/5590/3845/673/5507/2002	ACACA/PRKCZ/KRAS/BRAF/PPP1R3C/ELK1	6
KEGG_hsa00603	Glycosphingolipid biosynthesis	0.285152187710018	0.0557639330847851	0.102910839069334	1/467	15/18122	127550	A3GALT2	1
KEGG_hsa00480	Glutathione metabolism	0.641158740136878	0.0560102162304602	0.103014719267827	3/467	58/18122	373156/10314/4953	GSTK1/LANCL1/ODC1	3
KEGG_hsa00860	Porphyrin and chlorophyll metabolism	0.426734806702929	0.0606140264452162	0.11043321619152	2/467	43/18122	124454/1356	EARS2/CP	2
KEGG_hsa05216	Thyroid cancer	0.621682543138391	0.0606140264452162	0.11043321619152	2/467	37/18122	3845/673	KRAS/BRAF	2
KEGG_hsa05340	Primary immunodeficiency	0.501998072581061	0.0649093770768442	0.11434003980203	2/467	38/18122	3543/29760	IGLL1/BLNK	2
KEGG_hsa05204	Chemical carcinogenesis	0.753747126210446	0.0654369684543002	0.115045150116477	3/467	69/18122	373156/64816/445329	GSTK1/CYP3A43/SULT1A4	3
KEGG_hsa00061	Fatty acid biosynthesis	0.283414224788506	0.0698489360937188	0.118498414111434	1/467	18/18122	31	ACACA	1
KEGG_hsa03013	Nucleocytoplasmic transport	0.562037573955326	0.0721513925787199	0.122175156327864	3/467	109/18122	23214/30000/55706	XPO6/TNPO2/NDC1	3
KEGG_hsa01210	2-Oxocarboxylic acid metabolism	0.32928979748877	0.0772798134516233	0.126513027939221	1/467	19/18122	2875	GPT	1
KEGG_hsa04612	Antigen processing and presentation	0.618092591615485	0.0828520255794512	0.134983077731906	3/467	78/18122	1520/3117/3118	CTSS/HLA-DQA1/HLA-DQA2	3
KEGG_hsa04664	Fc epsilon RI signaling pathway	0.773119057282617	0.0828520255794512	0.134983077731906	3/467	68/18122	3565/27040/3845	IL4/LAT/KRAS	3
KEGG_hsa05221	Acute myeloid leukemia	0.763222230896689	0.0828520255794512	0.134983077731906	3/467	67/18122	1050/3845/673	CEBPA/KRAS/BRAF	3
KEGG_hsa04940	Type I diabetes mellitus	0.46150897699721	0.0834205135923274	0.135097378941935	2/467	43/18122	3117/3118	HLA-DQA1/HLA-DQA2	2
KEGG_hsa05219	Bladder cancer	0.621682543138391	0.0834205135923274	0.135097378941935	2/467	41/18122	3845/673	KRAS/BRAF	2
KEGG_hsa05414	Dilated cardiomyopathy	0.735542975031443	0.0859776078240542	0.13686746612508	4/467	96/18122	108/3675/6443/5350	ADCY2/ITGA3/SGCB/PLN	4
KEGG_hsa05160	Hepatitis C	0.958820324825526	0.0886561923263177	0.140636007838881	6/467	157/18122	1021/3434/3845/673/51208/148022	CDK6/IFIT1/KRAS/BRAF/CLDN18/TICAM1	6
KEGG_hsa00670	One carbon pool by folate	0.404978460335057	0.0928296465032708	0.143806383811638	1/467	20/18122	10841	FTCD	1
KEGG_hsa01522	Endocrine resistance	0.843738758019321	0.0955312753824518	0.14773832718872	4/467	98/18122	4855/108/3845/673	NOTCH4/ADCY2/KRAS/BRAF	4
KEGG_hsa00220	Arginine biosynthesis	0.32928979748877	0.100915344725269	0.152924259111349	1/467	22/18122	2875	GPT	1
KEGG_hsa04925	Aldosterone synthesis and secretion	0.722887019370047	0.10218784426369	0.15459332912883	4/467	98/18122	23683/108/1386/492	PRKD3/ADCY2/ATF2/ATP2B3	4
KEGG_hsa05161	Hepatitis B	1.03020089293894	0.103797698955848	0.156755743286329	6/467	162/18122	1386/3845/673/3569/148022/2002	ATF2/KRAS/BRAF/IL6/TICAM1/ELK1	6
KEGG_hsa02010	ABC transporters	0.465986939171598	0.10390633370916	0.156755743286329	2/467	45/18122	5826/5243	ABCD4/ABCB1	2
KEGG_hsa04068	FoxO signaling pathway	0.954735927506196	0.104434070086884	0.157464273640457	5/467	131/18122	5934/3845/673/5728/3569	RBL2/KRAS/BRAF/PTEN/IL6	5
KEGG_hsa00340	Histidine metabolism	0.404978460335057	0.109187227081786	0.161318431214743	1/467	22/18122	10841	FTCD	1
KEGG_hsa05223	Non-small cell lung cancer	0.720315975681858	0.11061139969356	0.163148805532775	3/467	72/18122	1021/3845/673	CDK6/KRAS/BRAF	3
KEGG_hsa05130	Pathogenic Escherichia coli infection	1.07323164356266	0.11129315277797	0.16406510994077	7/467	197/18122	9170/79861/9475/4640/2017/51208/3569	LPAR2/TUBAL3/ROCK2/MYO1A/CTTN/CLDN18/IL6	7
KEGG_hsa00520	Amino sugar and nucleotide sugar metabolism	0.607201958940937	0.114821745536096	0.168351407327396	2/467	48/18122	132789/5238	GNPDA2/PGM3	2
KEGG_hsa00620	Pyruvate metabolism	0.535633596214726	0.114821745536096	0.168351407327396	2/467	47/18122	1737/31	DLAT/ACACA	2
KEGG_hsa05212	Pancreatic cancer	0.720315975681858	0.119216645187402	0.172004430603005	3/467	76/18122	1021/3845/673	CDK6/KRAS/BRAF	3
KEGG_hsa04064	NF-kappa B signaling pathway	0.79403738134323	0.119800942536699	0.172663665718762	4/467	104/18122	27040/148022/79092/29760	LAT/TICAM1/CARD14/BLNK	4
KEGG_hsa04922	Glucagon signaling pathway	0.706122578304168	0.12348480468259	0.177689652597931	4/467	107/18122	108/31/1386/55671	ADCY2/ACACA/ATF2/PPP4R3A	4
KEGG_hsa04950	Maturity onset diabetes of the young	0.478493392735231	0.126230529601997	0.178922820651586	1/467	26/18122	4821	NKX2-2	1
KEGG_hsa05135	Yersinia infection	0.885488692109315	0.126255756512904	0.178922820651586	5/467	137/18122	391/9475/27040/3569/148022	RHOG/ROCK2/LAT/IL6/TICAM1	5
KEGG_hsa05220	Chronic myeloid leukemia	0.720315975681858	0.128101335151546	0.181065025858102	3/467	76/18122	1021/3845/673	CDK6/KRAS/BRAF	3
KEGG_hsa04931	Insulin resistance	0.697156170223503	0.131007935947704	0.184884182381169	4/467	108/18122	5590/5728/5507/3569	PRKCZ/PTEN/PPP1R3C/IL6	4
KEGG_hsa04022	cGMP-PKG signaling pathway	0.918928237318102	0.131915259305824	0.18593073192252	6/467	167/18122	108/4659/1386/492/9475/5350	ADCY2/PPP1R12A/ATF2/ATP2B3/ROCK2/PLN	6
KEGG_hsa05133	Pertussis	0.642343603754406	0.132644768562173	0.186708186693692	3/467	76/18122	710/3569/148022	SERPING1/IL6/TICAM1	3
KEGG_hsa00330	Arginine and proline metabolism	0.552414041458424	0.137854679720247	0.192047295334835	2/467	51/18122	79814/4953	AGMAT/ODC1	2
KEGG_hsa05323	Rheumatoid arthritis	0.654809953006763	0.141926144740224	0.197414970954719	3/467	93/18122	3117/3118/3569	HLA-DQA1/HLA-DQA2/IL6	3
KEGG_hsa04961	Endocrine and other factor-regulated calcium reabsorption	0.444565361853627	0.14384212249501	0.197754263397472	2/467	53/18122	492/1211	ATP2B3/CLTA	2
KEGG_hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.296806180666145	0.143847807974849	0.197754263397472	1/467	26/18122	5277	PIGA	1
KEGG_hsa00140	Steroid hormone biosynthesis	0.548021927770246	0.149913939163387	0.205572427451665	2/467	61/18122	1312/6715	COMT/SRD5A1	2
KEGG_hsa05134	Legionellosis	0.586073468606132	0.149913939163387	0.205572427451665	2/467	57/18122	81876/3569	RAB1B/IL6	2
KEGG_hsa04662	B cell receptor signaling pathway	0.731776831611934	0.151456344407668	0.206451225357393	3/467	82/18122	10990/3845/29760	LILRB5/KRAS/BLNK	3
KEGG_hsa04914	Progesterone-mediated oocyte maturation	0.763007307727161	0.151456344407668	0.206451225357393	3/467	102/18122	108/3845/673	ADCY2/KRAS/BRAF	3
KEGG_hsa00062	Fatty acid elongation	0.469127398735999	0.152839398484798	0.206451225357393	1/467	27/18122	79993	ELOVL7	1
KEGG_hsa01040	Biosynthesis of unsaturated fatty acids	0.469127398735999	0.152839398484798	0.206451225357393	1/467	27/18122	79993	ELOVL7	1
KEGG_hsa03410	Base excision repair	0.284288879734371	0.152839398484798	0.206451225357393	1/467	33/18122	143	PARP4	1
KEGG_hsa03420	Nucleotide excision repair	0.713043792177344	0.152839398484798	0.206451225357393	1/467	47/18122	100533467	BIVM-ERCC5	1
KEGG_hsa05224	Breast cancer	0.876657516682384	0.160895207886302	0.215151467438957	5/467	147/18122	4855/1021/3845/673/5728	NOTCH4/CDK6/KRAS/BRAF/PTEN	5
KEGG_hsa04012	ErbB signaling pathway	0.726798023575779	0.161222438335416	0.215151467438957	3/467	85/18122	3845/673/2002	KRAS/BRAF/ELK1	3
KEGG_hsa04110	Cell cycle	0.594230143835742	0.161222438335416	0.215151467438957	3/467	126/18122	1021/5934/23595	CDK6/RBL2/ORC3	3
KEGG_hsa00030	Pentose phosphate pathway	0.269553102931892	0.161936869096401	0.215151467438957	1/467	30/18122	84076	TKTL2	1
KEGG_hsa04725	Cholinergic synapse	0.801331046621544	0.163052767008072	0.216048900957421	4/467	113/18122	108/2793/1143/3845	ADCY2/GNGT2/CHRNB4/KRAS	4
KEGG_hsa04610	Complement and coagulation cascades	0.596485484359734	0.166189825750196	0.219990535941787	3/467	85/18122	710/3053/2161	SERPING1/SERPIND1/F12	3
KEGG_hsa00020	Citrate cycle (TCA cycle)	0.423358542692559	0.171128826863319	0.223150768601286	1/467	30/18122	1737	DLAT	1
KEGG_hsa03022	Basal transcription factors	0.287781129746614	0.171128826863319	0.223150768601286	1/467	45/18122	8148	TAF15	1
KEGG_hsa04540	Gap junction	0.70700615845458	0.171211213091359	0.223150768601286	3/467	88/18122	108/79861/3845	ADCY2/TUBAL3/KRAS	3
KEGG_hsa01212	Fatty acid metabolism	0.570319902882362	0.174972165047038	0.227614942150921	2/467	57/18122	31/79993	ACACA/ELOVL7	2
KEGG_hsa04071	Sphingolipid signaling pathway	0.764705473087073	0.175811944805221	0.228488102764599	4/467	119/18122	5590/9475/3845/5728	PRKCZ/ROCK2/KRAS/PTEN	4
KEGG_hsa04218	Cellular senescence	0.927053929371672	0.179601513802767	0.232561250846333	5/467	156/18122	1021/5934/3845/5728/3569	CDK6/RBL2/KRAS/PTEN/IL6	5
KEGG_hsa01523	Antifolate resistance	0.407199181288746	0.180404393408277	0.232561250846333	1/467	31/18122	3569	IL6	1
KEGG_hsa05410	Hypertrophic cardiomyopathy	0.684066493053792	0.181409235982089	0.232642553365412	3/467	90/18122	3675/3569/6443	ITGA3/IL6/SGCB	3
KEGG_hsa04211	Longevity regulating pathway	0.725672837830336	0.186582472958142	0.238934853183526	3/467	89/18122	108/1386/3845	ADCY2/ATF2/KRAS	3
KEGG_hsa04921	Oxytocin signaling pathway	0.936463521945661	0.187319390304491	0.239765281924209	5/467	154/18122	108/4659/9475/3845/2002	ADCY2/PPP1R12A/ROCK2/KRAS/ELK1	5
KEGG_hsa04650	Natural killer cell mediated cytotoxicity	0.842158688118536	0.188936528663233	0.240383592251009	4/467	131/18122	154064/27040/3845/673	RAET1L/LAT/KRAS/BRAF	4
KEGG_hsa00561	Glycerolipid metabolism	0.494877659445427	0.194474660200334	0.245676050234439	2/467	61/18122	196051/253558	PLPP4/LCLAT1	2
KEGG_hsa04730	Long-term depression	0.621682543138391	0.194474660200334	0.245676050234439	2/467	60/18122	3845/673	KRAS/BRAF	2
KEGG_hsa05032	Morphine addiction	0.650192382887746	0.197068851957011	0.248721442111479	3/467	91/18122	108/2793/2868	ADCY2/GNGT2/GRK4	3
KEGG_hsa04213	Longevity regulating pathway	0.631954107096506	0.201091659582725	0.251457328933934	2/467	62/18122	108/3845	ADCY2/KRAS	2
KEGG_hsa05222	Small cell lung cancer	0.604748940681475	0.202378562931512	0.252949877412324	3/467	92/18122	1021/3675/5728	CDK6/ITGA3/PTEN	3
KEGG_hsa05167	Kaposi sarcoma-associated herpesvirus infection	0.972542188990603	0.205127463618639	0.256267536345682	6/467	194/18122	1021/2793/3845/1237/3569/148022	CDK6/GNGT2/KRAS/CCR8/IL6/TICAM1	6
KEGG_hsa04611	Platelet activation	0.733444496239674	0.206958046912006	0.258316420432066	4/467	124/18122	108/5590/4659/9475	ADCY2/PRKCZ/PPP1R12A/ROCK2	4
KEGG_hsa04912	GnRH signaling pathway	0.735531759797063	0.20773033098243	0.258382560026008	3/467	93/18122	108/3845/2002	ADCY2/KRAS/ELK1	3
KEGG_hsa00512	Mucin type O-glycan biosynthesis	0.367056339057265	0.208631288785294	0.258382560026008	1/467	36/18122	2589	GALNT1	1
KEGG_hsa04142	Lysosome	0.677664111659876	0.211549881955167	0.26163856294729	4/467	128/18122	2760/8120/1520/1211	GM2A/AP3B2/CTSS/CLTA	4
KEGG_hsa00350	Tyrosine metabolism	0.299764082982568	0.218142150982881	0.267473257039616	1/467	36/18122	1312	COMT	1
KEGG_hsa00640	Propanoate metabolism	0.283414224788506	0.218142150982881	0.267473257039616	1/467	34/18122	31	ACACA	1
KEGG_hsa05143	African trypanosomiasis	0.407199181288746	0.218142150982881	0.267473257039616	1/467	37/18122	3569	IL6	1
KEGG_hsa00564	Glycerophospholipid metabolism	0.611944316704597	0.218553168061184	0.267735037783041	3/467	98/18122	196051/253558/9468	PLPP4/LCLAT1/PCYT1B	3
KEGG_hsa05164	Influenza A	0.838304091942457	0.223541836484669	0.273722637177027	5/467	172/18122	1021/3117/3118/3569/148022	CDK6/HLA-DQA1/HLA-DQA2/IL6/TICAM1	5
KEGG_hsa04972	Pancreatic secretion	0.611215449689028	0.224020807735794	0.273937938552882	3/467	102/18122	108/492/1357	ADCY2/ATP2B3/CPA1	3
KEGG_hsa05215	Prostate cancer	0.700058974295302	0.224020807735794	0.273937938552882	3/467	97/18122	3845/673/5728	KRAS/BRAF/PTEN	3
KEGG_hsa04927	Cortisol synthesis and secretion	0.497168840204253	0.228049193147466	0.276618059339052	2/467	65/18122	108/1386	ADCY2/ATF2	2
KEGG_hsa04530	Tight junction	0.770230173927978	0.231890246040961	0.281025684853395	5/467	169/18122	5590/79861/9475/2017/51208	PRKCZ/TUBAL3/ROCK2/CTTN/CLDN18	5
KEGG_hsa04720	Long-term potentiation	0.621682543138391	0.234894338091335	0.283978443491519	2/467	67/18122	3845/673	KRAS/BRAF	2
KEGG_hsa04145	Phagosome	0.702130489761058	0.234976064961552	0.283978443491519	4/467	152/18122	79861/1520/3117/3118	TUBAL3/CTSS/HLA-DQA1/HLA-DQA2	4
KEGG_hsa04750	Inflammatory mediator regulation of TRP channels	0.666323945990418	0.235059987899288	0.283978443491519	3/467	98/18122	108/5732/3556	ADCY2/PTGER2/IL1RAP	3
KEGG_hsa04960	Aldosterone-regulated sodium reabsorption	0.470113963858309	0.237264600220412	0.285623592894111	1/467	37/18122	3845	KRAS	1
KEGG_hsa04270	Vascular smooth muscle contraction	0.778373119691226	0.23974739141214	0.28848432228953	4/467	133/18122	108/4659/9475/673	ADCY2/PPP1R12A/ROCK2/BRAF	4
KEGG_hsa01230	Biosynthesis of amino acids	0.453838052452368	0.241775309613468	0.290151777052728	2/467	75/18122	84076/2875	TKTL2/GPT	2
KEGG_hsa05211	Renal cell carcinoma	0.621682543138391	0.241775309613468	0.290151777052728	2/467	69/18122	3845/673	KRAS/BRAF	2
KEGG_hsa04210	Apoptosis	0.785662741467088	0.244544968246099	0.29327250185364	4/467	136/18122	143/79861/1520/3845	PARP4/TUBAL3/CTSS/KRAS	4
KEGG_hsa05225	Hepatocellular carcinoma	0.888528515460511	0.244592079192578	0.29327250185364	5/467	168/18122	1021/3845/673/5728/2002	CDK6/KRAS/BRAF/PTEN/ELK1	5
KEGG_hsa00250	Alanine, aspartate and glutamate metabolism	0.32928979748877	0.246860250801012	0.294429450031476	1/467	37/18122	2875	GPT	1
KEGG_hsa05230	Central carbon metabolism in cancer	0.557921892644408	0.248688959652883	0.296219582433641	2/467	70/18122	3845/5728	KRAS/PTEN	2
KEGG_hsa04660	T cell receptor signaling pathway	0.773119057282617	0.251853083746375	0.299725070253038	3/467	104/18122	3565/27040/3845	IL4/LAT/KRAS	3
KEGG_hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.740594913153526	0.251853083746375	0.299725070253038	3/467	100/18122	5590/3845/3569	PRKCZ/KRAS/IL6	3
KEGG_hsa04915	Estrogen signaling pathway	0.81924021391217	0.254214674381165	0.302270167652341	4/467	138/18122	108/1386/2288/3845	ADCY2/ATF2/FKBP4/KRAS	4
KEGG_hsa00260	Glycine, serine and threonine metabolism	0.283696858645732	0.256468871265357	0.303751467890076	1/467	40/18122	27232	GNMT	1
KEGG_hsa04917	Prolactin signaling pathway	0.575133342825878	0.262601977740647	0.310608185713304	2/467	70/18122	3845/1154	KRAS/CISH	2
KEGG_hsa00970	Aminoacyl-tRNA biosynthesis	0.273992024599331	0.266083436911754	0.313495087991205	1/467	66/18122	124454	EARS2	1
KEGG_hsa04216	Ferroptosis	0.289087928647327	0.266083436911754	0.313495087991205	1/467	41/18122	1356	CP	1
KEGG_hsa04115	p53 signaling pathway	0.427108096510889	0.269595328438451	0.317356897697195	2/467	73/18122	1021/5728	CDK6/PTEN	2
KEGG_hsa04918	Thyroid hormone synthesis	0.497168840204253	0.276609325294843	0.32267120519549	2/467	75/18122	108/1386	ADCY2/ATF2	2
KEGG_hsa04621	NOD-like receptor signaling pathway	0.833699664570291	0.279377630501656	0.325760325286017	5/467	184/18122	10628/84168/79792/3569/148022	TXNIP/ANTXR1/GSDMD/IL6/TICAM1	5
KEGG_hsa04928	Parathyroid hormone synthesis, secretion and action	0.648401686581984	0.280355209483622	0.326759661612252	3/467	106/18122	108/1386/673	ADCY2/ATF2/BRAF	3
KEGG_hsa04150	mTOR signaling pathway	0.775060440515103	0.283744875831639	0.330426270781603	4/467	155/18122	3845/673/253260/5728	KRAS/BRAF/RICTOR/PTEN	4
KEGG_hsa04726	Serotonergic synapse	0.700605735050568	0.286117964631495	0.331622831173999	3/467	115/18122	2793/3845/673	GNGT2/KRAS/BRAF	3
KEGG_hsa05412	Arrhythmogenic right ventricular cardiomyopathy	0.495916980018174	0.290687868673691	0.336344349967724	2/467	77/18122	3675/6443	ITGA3/SGCB	2
KEGG_hsa05034	Alcoholism	1.65702252946357	0.292709097538255	0.338538550949748	5/467	187/18122	2793/1386/3845/673/723790	GNGT2/ATF2/KRAS/BRAF/H2AC19	5
KEGG_hsa01200	Carbon metabolism	0.658700492043272	0.303502260536668	0.348672846754642	3/467	115/18122	1737/84076/2875	DLAT/TKTL2/GPT	3
KEGG_hsa04514	Cell adhesion molecules	0.758092846722319	0.303782974204963	0.348672846754642	4/467	149/18122	6693/3117/3118/51208	SPN/HLA-DQA1/HLA-DQA2/CLDN18	4
KEGG_hsa03040	Spliceosome	0.514476270118113	0.304472696880474	0.348672846754642	1/467	147/18122	7307	U2AF1	1
