	featureCounts HCT116 KO 47 A: Counts
ENSG00000249114	0
ENSG00000248813	0
ENSG00000248378	0
ENSG00000250164	1.070424982
ENSG00000249688	1.070424982
ENSG00000252373	0
ENSG00000224282	5.35212491
ENSG00000251887	1.070424982
ENSG00000241739	0
ENSG00000243914	0
ENSG00000214108	1.070424982
ENSG00000249774	23.5493496
ENSG00000266243	0
ENSG00000250764	6.422549892
ENSG00000113384	2840.907902
ENSG00000200065	0
ENSG00000272086	18.19722469
ENSG00000230829	1.070424982
ENSG00000150712	1221.354904
ENSG00000199731	0
ENSG00000207052	0
ENSG00000056097	3990.544333
ENSG00000207956	0
ENSG00000249142	6.422549892
ENSG00000113387	7086.213381
ENSG00000250885	0
ENSG00000113389	16.05637473
ENSG00000251062	0
ENSG00000250697	22.47892462
ENSG00000248279	4.281699928
ENSG00000249102	7.492974874
ENSG00000251281	13.91552477
ENSG00000250672	2.140849964
ENSG00000240376	101.6903733
ENSG00000251443	0
ENSG00000249572	6.422549892
ENSG00000113407	9578.162739
ENSG00000249360	2.140849964
ENSG00000250583	0
ENSG00000151388	9.633824838
ENSG00000201623	0
ENSG00000182631	0
ENSG00000164175	1.070424982
ENSG00000250914	1.070424982
ENSG00000242110	16.05637473
ENSG00000273294	3.211274946
ENSG00000250767	0
ENSG00000082196	23.5493496
ENSG00000278900	1.070424982
ENSG00000279995	0
ENSG00000271771	1.070424982
ENSG00000215158	34.25359942
ENSG00000215156	20.33807466
ENSG00000249380	0
ENSG00000271874	1.070424982
ENSG00000039560	1927.835393
ENSG00000250234	0
ENSG00000272323	9.633824838
ENSG00000205838	0
ENSG00000250140	0
ENSG00000241829	1.070424982
ENSG00000113456	1242.763404
ENSG00000113460	5131.617364
ENSG00000168724	1852.905644
ENSG00000113492	6.422549892
ENSG00000113494	16.05637473
ENSG00000250886	1.070424982
ENSG00000201368	0
ENSG00000152582	100.6199483
ENSG00000238441	2.140849964
ENSG00000248969	4.281699928
ENSG00000168685	7.492974874
ENSG00000279737	1.070424982
ENSG00000248349	1.070424982
ENSG00000152611	0
ENSG00000249748	0
ENSG00000145626	6.422549892
ENSG00000168671	4.281699928
ENSG00000251591	1.070424982
ENSG00000164187	50.30997415
ENSG00000207756	0
ENSG00000145604	1252.397229
ENSG00000201223	1.070424982
ENSG00000152620	649.7479641
ENSG00000245711	1.070424982
ENSG00000164188	6.422549892
ENSG00000222178	0
ENSG00000242292	0
ENSG00000079215	194.8173467
ENSG00000274441	1.070424982
ENSG00000250155	0
ENSG00000279400	5.35212491
ENSG00000272103	0
ENSG00000164190	1256.678929
ENSG00000249850	0
ENSG00000244073	90.98612347
ENSG00000197603	135.9439727
ENSG00000271378	0
ENSG00000228212	1.070424982
ENSG00000242493	0
ENSG00000270558	59.94379899
ENSG00000113569	3914.544159
ENSG00000251880	0
ENSG00000250455	0
ENSG00000082068	1077.917957
ENSG00000248216	2.140849964
ENSG00000222743	0
ENSG00000206743	0
ENSG00000248587	6.422549892
ENSG00000168621	1.070424982
ENSG00000248539	3.211274946
ENSG00000250032	0
ENSG00000251518	0
ENSG00000248533	0
ENSG00000250003	0
ENSG00000248461	4.281699928
ENSG00000276332	2.140849964
ENSG00000164318	13.91552477
ENSG00000248730	6.422549892
ENSG00000249071	2.140849964
ENSG00000248572	3.211274946
ENSG00000249491	0
ENSG00000248234	0
ENSG00000251257	6.422549892
ENSG00000113594	465.6348672
ENSG00000244968	8.563399856
ENSG00000265304	0
ENSG00000251189	0
ENSG00000249740	4.281699928
ENSG00000248577	0
ENSG00000250629	1.070424982
ENSG00000145623	1883.947968
ENSG00000164327	710.762188
ENSG00000249089	1.070424982
ENSG00000082074	8.563399856
ENSG00000251215	0
ENSG00000113600	3.211274946
ENSG00000153071	247.2681708
ENSG00000271334	1.070424982
ENSG00000251515	0
ENSG00000250492	6.422549892
ENSG00000248651	0
ENSG00000250048	5.35212491
ENSG00000249668	1.070424982
ENSG00000250585	1.070424982
ENSG00000199361	0
ENSG00000283286	2.140849964
ENSG00000113638	412.1136181
ENSG00000199552	0
ENSG00000171522	85.63399856
ENSG00000132356	1985.638342
ENSG00000212567	0
ENSG00000279126	0
ENSG00000145592	23997.85767
ENSG00000212296	0
ENSG00000132357	6.422549892
ENSG00000112936	14.98594975
ENSG00000253098	0
ENSG00000248120	0
ENSG00000171495	6.422549892
ENSG00000039537	10.70424982
ENSG00000182836	4.281699928
ENSG00000251478	3.211274946
ENSG00000083720	2440.568959
ENSG00000248668	3.211274946
ENSG00000240281	0
ENSG00000205765	756.7904623
ENSG00000151876	198.0286217
ENSG00000239694	0
ENSG00000199487	2.140849964
ENSG00000249266	0
ENSG00000260786	1.070424982
ENSG00000112964	10.70424982
ENSG00000248873	48.16912419
ENSG00000250860	2.140849964
ENSG00000270513	0
ENSG00000198865	3.211274946
ENSG00000250722	17.12679971
ENSG00000272234	0
ENSG00000249092	1.070424982
ENSG00000251163	1.070424982
ENSG00000251656	2.140849964
ENSG00000249516	0
ENSG00000250711	2.140849964
ENSG00000271788	2.140849964
ENSG00000177738	33.18317444
ENSG00000251131	1.070424982
ENSG00000272382	0
ENSG00000177721	13.91552477
ENSG00000215068	17.12679971
ENSG00000272144	6.422549892
ENSG00000172262	1330.538253
ENSG00000278487	0
ENSG00000177453	6.422549892
ENSG00000249779	2.140849964
ENSG00000249888	0
ENSG00000247763	3.211274946
ENSG00000261604	1.070424982
ENSG00000112972	3827.839736
ENSG00000188850	0
ENSG00000151882	3.211274946
ENSG00000151881	435.6629677
ENSG00000249492	3.211274946
ENSG00000172244	290.0851701
ENSG00000249855	1257.749354
ENSG00000248554	1.070424982
ENSG00000248240	2.140849964
ENSG00000172239	2639.668006
ENSG00000248092	4.281699928
ENSG00000279557	4.281699928
ENSG00000249286	0
ENSG00000112992	9.633824838
ENSG00000224993	5.35212491
ENSG00000249276	0
ENSG00000212561	0
ENSG00000070193	4.281699928
ENSG00000248464	0
ENSG00000249203	2.140849964
ENSG00000250418	3.211274946
ENSG00000263556	0
ENSG00000251141	32.11274946
ENSG00000248779	1.070424982
ENSG00000112996	3014.316749
ENSG00000272335	180.901822
ENSG00000248148	0
ENSG00000164588	11.7746748
ENSG00000250422	0
ENSG00000250017	0
ENSG00000250122	0
ENSG00000170571	974.0867336
ENSG00000271455	1.070424982
ENSG00000213956	0
ENSG00000271752	4.281699928
ENSG00000151883	454.9306173
ENSG00000249405	0
ENSG00000270830	0
ENSG00000251601	0
ENSG00000250360	0
ENSG00000251573	0
ENSG00000248918	0
ENSG00000207060	0
ENSG00000278734	0
ENSG00000206606	0
ENSG00000240627	0
ENSG00000259663	9.633824838
ENSG00000016082	59.94379899
ENSG00000249338	1.070424982
ENSG00000248891	0
ENSG00000251125	1.070424982
ENSG00000251873	0
ENSG00000249270	1.070424982
ENSG00000279470	0
ENSG00000248789	3.211274946
ENSG00000244621	0
ENSG00000250827	1.070424982
ENSG00000248898	1.070424982
ENSG00000213949	134.8735477
ENSG00000152684	1867.891594
ENSG00000251237	0
ENSG00000241809	0
ENSG00000249899	1.070424982
ENSG00000164171	2147.272514
ENSG00000272123	7.492974874
ENSG00000164172	1466.482225
ENSG00000247796	133.8031227
ENSG00000213940	1.070424982
ENSG00000240052	0
ENSG00000134363	24.61977459
ENSG00000164258	1765.130795
ENSG00000250447	1.070424982
ENSG00000217791	4.281699928
ENSG00000272416	1.070424982
ENSG00000185305	408.9023431
ENSG00000222960	0
ENSG00000207627	0
ENSG00000241230	0
ENSG00000265421	0
ENSG00000279638	0
ENSG00000249069	1.070424982
ENSG00000251597	0
ENSG00000169271	1.070424982
ENSG00000178996	677.5790136
ENSG00000280159	0
ENSG00000232517	9.633824838
ENSG00000226810	2.140849964
ENSG00000249843	0
ENSG00000249016	0
ENSG00000164283	2.140849964
ENSG00000240535	4.281699928
ENSG00000113088	1.070424982
ENSG00000207229	0
ENSG00000251376	0
ENSG00000248029	0
ENSG00000249454	3.211274946
ENSG00000145649	0
ENSG00000164287	6.422549892
ENSG00000164294	1262.031054
ENSG00000198983	0
ENSG00000207728	0
ENSG00000251856	0
ENSG00000234602	204.4511716
ENSG00000152669	193.7469217
ENSG00000251307	3.211274946
ENSG00000067248	1781.18717
ENSG00000039123	3864.234185
ENSG00000271410	0
ENSG00000067113	122.0284479
ENSG00000279883	1.070424982
ENSG00000265135	0
ENSG00000250853	4.281699928
ENSG00000249410	1.070424982
ENSG00000177058	403.5502182
ENSG00000152670	6.422549892
ENSG00000251368	0
ENSG00000199322	0
ENSG00000248854	5.35212491
ENSG00000164509	34.25359942
ENSG00000279768	0
ENSG00000134352	1081.129232
ENSG00000262211	0
ENSG00000264281	285.8034702
ENSG00000227908	1.070424982
ENSG00000238326	0
ENSG00000249236	2.140849964
ENSG00000164512	6.422549892
ENSG00000253032	0
ENSG00000243592	11.7746748
ENSG00000223003	0
ENSG00000251435	1.070424982
ENSG00000212265	0
ENSG00000248781	9.633824838
ENSG00000210678	1.070424982
ENSG00000249697	3.211274946
ENSG00000250787	0
ENSG00000248727	2.140849964
ENSG00000226221	390.7051184
ENSG00000225940	3.211274946
ENSG00000234553	1.070424982
ENSG00000228650	0
ENSG00000095015	275.0992204
ENSG00000237705	0
ENSG00000225230	0
ENSG00000155542	101.6903733
ENSG00000155545	706.4804881
ENSG00000271828	3.211274946
ENSG00000235635	2.140849964
ENSG00000233943	1.070424982
ENSG00000248652	0
ENSG00000250480	0
ENSG00000207293	0
ENSG00000062194	2988.62655
ENSG00000248586	0
ENSG00000250961	0
ENSG00000250308	0
ENSG00000169067	3.211274946
ENSG00000248294	0
ENSG00000249436	1.070424982
ENSG00000249198	0
ENSG00000249584	2.140849964
ENSG00000248132	4.281699928
ENSG00000248271	0
ENSG00000145632	789.9736367
ENSG00000175857	4.281699928
ENSG00000271257	2.140849964
ENSG00000265699	0
ENSG00000250127	1.070424982
ENSG00000152932	9.633824838
ENSG00000248475	1.070424982
ENSG00000240412	4.281699928
ENSG00000248733	2.140849964
ENSG00000113448	24.61977459
ENSG00000247345	0
ENSG00000276214	1.070424982
ENSG00000251306	0
ENSG00000202601	0
ENSG00000248935	1.070424982
ENSG00000202017	0
ENSG00000213896	0
ENSG00000280447	1.070424982
ENSG00000214244	40.67614931
ENSG00000273701	0
ENSG00000152931	12.84509978
ENSG00000275634	0
ENSG00000276233	0
ENSG00000035499	1751.215271
ENSG00000251303	2.140849964
ENSG00000250148	0
ENSG00000164181	921.6359095
ENSG00000272308	8.563399856
ENSG00000049167	332.9021694
ENSG00000215032	5.35212491
ENSG00000233847	0
ENSG00000164182	954.8190839
ENSG00000279985	2.140849964
ENSG00000276945	0
ENSG00000188725	2750.992204
ENSG00000251279	1.070424982
ENSG00000249279	3.211274946
ENSG00000130449	314.7049447
ENSG00000251682	0
ENSG00000250461	12.84509978
ENSG00000213891	10.70424982
ENSG00000178722	5.35212491
ENSG00000248529	6.422549892
ENSG00000212215	0
ENSG00000251575	1.070424982
ENSG00000249878	1.070424982
ENSG00000248199	0
ENSG00000251983	2.140849964
ENSG00000068796	1144.284306
ENSG00000086189	2358.146235
ENSG00000086200	1734.088471
ENSG00000199279	0
ENSG00000268942	23.5493496
ENSG00000241991	2.140849964
ENSG00000240436	0
ENSG00000186105	2.140849964
ENSG00000217416	7.492974874
ENSG00000249579	0
ENSG00000248185	0
ENSG00000248285	1.070424982
ENSG00000178394	0
ENSG00000164197	5.35212491
ENSG00000236068	1.070424982
ENSG00000186479	5.35212491
ENSG00000242547	2.140849964
ENSG00000201869	0
ENSG00000224296	2.140849964
ENSG00000145642	9.633824838
ENSG00000153006	993.3543833
ENSG00000153015	1481.468175
ENSG00000272370	6.422549892
ENSG00000272354	8.563399856
ENSG00000207439	0
ENSG00000049192	19.26764968
ENSG00000248288	2.140849964
ENSG00000250732	0
ENSG00000205644	0
ENSG00000250081	7.492974874
ENSG00000123219	614.4239397
ENSG00000113593	877.7484852
ENSG00000113595	419.6065929
ENSG00000207352	0
ENSG00000113597	469.9165671
ENSG00000253251	94.19739841
ENSG00000197860	494.5363417
ENSG00000123213	3122.429672
ENSG00000251648	0
ENSG00000269961	0
ENSG00000112851	3302.261069
ENSG00000252904	1.070424982
ENSG00000153914	1962.088992
ENSG00000253744	0
ENSG00000248846	2.140849964
ENSG00000251391	0
ENSG00000250313	0
ENSG00000234838	0
ENSG00000069020	92.05654845
ENSG00000248803	1.070424982
ENSG00000249057	0
ENSG00000229666	12.84509978
ENSG00000134061	3.211274946
ENSG00000251206	0
ENSG00000249364	2.140849964
ENSG00000250978	1.070424982
ENSG00000239870	0
ENSG00000249736	0
ENSG00000249238	1.070424982
ENSG00000250669	0
ENSG00000249721	1.070424982
ENSG00000250421	2.140849964
ENSG00000249894	1.070424982
ENSG00000273860	0
ENSG00000253801	0
ENSG00000252108	0
ENSG00000213864	28.90147451
ENSG00000253787	0
ENSG00000145675	203.3807466
ENSG00000251044	0
ENSG00000248884	1.070424982
ENSG00000249588	0
ENSG00000248359	0
ENSG00000249335	1.070424982
ENSG00000250289	0
ENSG00000212249	0
ENSG00000250066	0
ENSG00000276309	1.070424982
ENSG00000249352	2.140849964
ENSG00000250237	1.070424982
ENSG00000249183	0
ENSG00000145740	1523.214749
ENSG00000248664	3.211274946
ENSG00000220986	0
ENSG00000280894	0
ENSG00000134057	11364.70203
ENSG00000280187	31.04232448
ENSG00000153044	853.1287106
ENSG00000134056	750.3679124
ENSG00000134058	2437.357684
ENSG00000183323	270.8175204
ENSG00000213830	0
ENSG00000215006	0
ENSG00000271045	0
ENSG00000085231	368.2261938
ENSG00000273841	207.6624465
ENSG00000152942	741.8045125
ENSG00000152939	231.2117961
ENSG00000244717	0
ENSG00000249295	0
ENSG00000266477	0
ENSG00000197822	434.5925427
ENSG00000212260	0
ENSG00000183474	783.5510868
ENSG00000248477	0
ENSG00000250138	0
ENSG00000253203	0
ENSG00000248769	0
ENSG00000198237	3.211274946
ENSG00000251158	0
ENSG00000249230	0
ENSG00000205572	0
ENSG00000205571	260.1132706
ENSG00000179978	4.281699928
ENSG00000253492	0
ENSG00000254701	3.211274946
ENSG00000253816	2.140849964
ENSG00000226259	168.0567222
ENSG00000269983	17.12679971
ENSG00000250687	0
ENSG00000253333	1.070424982
ENSG00000196302	0
ENSG00000253366	0
ENSG00000254335	0
ENSG00000172058	0
ENSG00000172062	583.3816152
ENSG00000249437	0
ENSG00000145736	490.2546417
ENSG00000230847	13.91552477
ENSG00000251634	0
ENSG00000253900	0
ENSG00000215630	5.35212491
ENSG00000235558	0
ENSG00000250387	0
ENSG00000253985	0
ENSG00000169040	0
ENSG00000249981	0
ENSG00000145734	164.8454472
ENSG00000253536	0
ENSG00000247911	0
ENSG00000131844	1277.017003
ENSG00000164326	0
ENSG00000278824	4.281699928
ENSG00000131711	198.0286217
ENSG00000264099	0
ENSG00000113048	4954.997242
ENSG00000244748	1.070424982
ENSG00000049883	524.5082412
ENSG00000244061	0
ENSG00000251108	2.140849964
ENSG00000261269	1.070424982
ENSG00000178175	2.140849964
ENSG00000248371	0
ENSG00000251613	2.140849964
ENSG00000226544	6.422549892
ENSG00000223497	0
ENSG00000206770	1.070424982
ENSG00000249085	2.140849964
ENSG00000083312	5624.012855
ENSG00000263593	4.281699928
ENSG00000242602	0
ENSG00000271926	1.070424982
ENSG00000272081	0
ENSG00000157107	546.9871658
ENSG00000251467	2.140849964
ENSG00000248930	1.070424982
ENSG00000157111	161.6341723
ENSG00000251599	0
ENSG00000250747	0
ENSG00000164325	3.211274946
ENSG00000249743	0
ENSG00000251543	2.140849964
ENSG00000249149	7.492974874
ENSG00000251493	329.6908944
ENSG00000247993	0
ENSG00000251604	3.211274946
ENSG00000251324	1.070424982
ENSG00000272525	6.422549892
ENSG00000145741	19775.03112
ENSG00000255883	4.281699928
ENSG00000164331	205.5215965
ENSG00000164338	1674.144672
ENSG00000214944	275.0992204
ENSG00000249293	2.140849964
ENSG00000184084	0
ENSG00000238913	1.070424982
ENSG00000259968	0
ENSG00000248474	0
ENSG00000248942	3.211274946
ENSG00000244326	0
ENSG00000251041	2.140849964
ENSG00000249343	1.070424982
ENSG00000250446	0
ENSG00000248673	0
ENSG00000171617	1278.087428
ENSG00000049860	4221.756129
ENSG00000164347	1354.087602
ENSG00000207336	1.070424982
ENSG00000164346	4846.884318
ENSG00000198780	377.8600186
ENSG00000199645	0
ENSG00000250071	0
ENSG00000271714	2.140849964
ENSG00000212363	0
ENSG00000249856	2.140849964
ENSG00000196390	1.070424982
ENSG00000239517	0
ENSG00000182383	3.211274946
ENSG00000249157	0
ENSG00000176928	16.05637473
ENSG00000250889	1.070424982
ENSG00000145700	14.98594975
ENSG00000251663	0
ENSG00000247372	4.281699928
ENSG00000113161	5206.547112
ENSG00000271815	2.140849964
ENSG00000113163	1073.636257
ENSG00000242198	0
ENSG00000122008	394.9868183
ENSG00000251724	0
ENSG00000248881	0
ENSG00000272040	20.33807466
ENSG00000189045	19.26764968
ENSG00000152359	845.6357358
ENSG00000207333	0
ENSG00000251078	0
ENSG00000251419	2.140849964
ENSG00000249301	0
ENSG00000248684	0
ENSG00000228367	1.070424982
ENSG00000249777	0
ENSG00000251342	0
ENSG00000248127	0
ENSG00000122012	13.91552477
ENSG00000252833	0
ENSG00000254893	248.3385958
ENSG00000251668	0
ENSG00000249014	5.35212491
ENSG00000251107	1.070424982
ENSG00000250348	1.070424982
ENSG00000251235	3.211274946
ENSG00000145703	39.60572433
ENSG00000250574	0
ENSG00000249713	3.211274946
ENSG00000164220	2.140849964
ENSG00000225407	1.070424982
ENSG00000277188	1.070424982
ENSG00000278237	0
ENSG00000181104	626.1986145
ENSG00000164251	4371.615626
ENSG00000264391	4.281699928
ENSG00000171643	0
ENSG00000252684	1.070424982
ENSG00000145708	9.633824838
ENSG00000164252	1052.227757
ENSG00000132846	230.1413711
ENSG00000250615	0
ENSG00000238961	0
ENSG00000250802	50.30997415
ENSG00000251566	0
ENSG00000113231	98.47909834
ENSG00000251400	22.47892462
ENSG00000164253	1495.3837
ENSG00000244019	0
ENSG00000244363	603.7196898
ENSG00000171540	2.140849964
ENSG00000171530	5679.674954
ENSG00000213763	101.6903733
ENSG00000253572	0
ENSG00000132842	2525.132532
ENSG00000253558	0
ENSG00000249372	0
ENSG00000251605	1.070424982
ENSG00000200331	0
ENSG00000206714	1.070424982
ENSG00000245556	56.73252404
ENSG00000085365	1451.496276
ENSG00000145685	812.4525613
ENSG00000248909	0
ENSG00000254170	1.070424982
ENSG00000254310	0
ENSG00000113273	281.5217703
ENSG00000132837	21.40849964
ENSG00000214890	1.070424982
ENSG00000132840	2.140849964
ENSG00000145692	6.422549892
ENSG00000201955	0
ENSG00000249829	0
ENSG00000206592	1.070424982
ENSG00000250330	4.281699928
ENSG00000152409	490.2546417
ENSG00000213757	166.9862972
ENSG00000152413	537.353341
ENSG00000213755	6.422549892
ENSG00000243160	0
ENSG00000207391	0
ENSG00000277818	0
ENSG00000164329	1328.397403
ENSG00000164309	22.47892462
ENSG00000250258	1.070424982
ENSG00000238254	0
ENSG00000250888	0
ENSG00000177034	1157.129406
ENSG00000113296	13.91552477
ENSG00000251050	8.563399856
ENSG00000249778	0
ENSG00000249825	5.35212491
ENSG00000164300	807.1004364
ENSG00000251675	0
ENSG00000249438	2.140849964
ENSG00000184188	0
ENSG00000251828	0
ENSG00000244076	1.070424982
ENSG00000164299	0
ENSG00000227087	2.140849964
ENSG00000248569	24.61977459
ENSG00000220157	34.25359942
ENSG00000206774	0
ENSG00000039319	747.1566374
ENSG00000249042	53.5212491
ENSG00000152380	42.81699928
ENSG00000242706	0
ENSG00000240003	8.563399856
ENSG00000189127	3.211274946
ENSG00000251366	0
ENSG00000251221	3.211274946
ENSG00000228716	3392.176768
ENSG00000249655	0
ENSG00000271043	4.281699928
ENSG00000113318	113.4650481
ENSG00000248967	0
ENSG00000244630	5.35212491
ENSG00000251450	1.070424982
ENSG00000113319	31.04232448
ENSG00000251001	0
ENSG00000249772	0
ENSG00000247572	143.4369476
ENSG00000131730	2.140849964
ENSG00000248794	2.140849964
ENSG00000131732	984.7909834
ENSG00000172497	3.211274946
ENSG00000145687	171.2679971
ENSG00000249483	0
ENSG00000214857	1.070424982
ENSG00000152348	213.0145714
ENSG00000236447	0
ENSG00000251495	321.1274946
ENSG00000248192	1.070424982
ENSG00000265684	0
ENSG00000251374	1.070424982
ENSG00000186468	6344.408868
ENSG00000205464	195.8877717
ENSG00000248393	0
ENSG00000248870	0
ENSG00000249100	0
ENSG00000240411	0
ENSG00000248105	0
ENSG00000283359	0
ENSG00000281327	47.09869921
ENSG00000248112	934.4810093
ENSG00000249857	0
ENSG00000248400	14.98594975
ENSG00000249664	0
ENSG00000271862	13.91552477
ENSG00000174695	5083.448239
ENSG00000238835	1.070424982
ENSG00000152422	3090.316923
ENSG00000243385	0
ENSG00000251552	1.070424982
ENSG00000251395	0
ENSG00000038427	2074.483615
ENSG00000249835	3.211274946
ENSG00000145681	12.84509978
ENSG00000253073	1.070424982
ENSG00000206744	0
ENSG00000242858	1.070424982
ENSG00000202157	0
ENSG00000250013	0
ENSG00000164176	2.140849964
ENSG00000252861	1.070424982
ENSG00000250320	4.281699928
ENSG00000214853	0
ENSG00000249349	0
ENSG00000248674	0
ENSG00000250253	0
ENSG00000249792	0
ENSG00000248170	1.070424982
ENSG00000248667	0
ENSG00000249023	0
ENSG00000249842	2.140849964
ENSG00000243859	28.90147451
ENSG00000251066	23.5493496
ENSG00000250874	0
ENSG00000241965	0
ENSG00000249153	3.211274946
ENSG00000250359	1.070424982
ENSG00000205449	6.422549892
ENSG00000280009	5.35212491
ENSG00000248195	1.070424982
ENSG00000248363	5.35212491
ENSG00000250124	0
ENSG00000251585	2.140849964
ENSG00000127184	6357.253968
ENSG00000207013	0
ENSG00000250544	3.211274946
ENSG00000248701	0
ENSG00000242477	112.3946231
ENSG00000249061	2.140849964
ENSG00000251951	1.070424982
ENSG00000265919	0
ENSG00000233828	10.70424982
ENSG00000145715	857.4104106
ENSG00000241243	1.070424982
ENSG00000207452	1.070424982
ENSG00000272367	2.140849964
ENSG00000134480	1710.539121
ENSG00000200462	0
ENSG00000249362	0
ENSG00000248708	2.140849964
ENSG00000164180	685.0719885
ENSG00000247828	166.9862972
ENSG00000207129	0
ENSG00000240083	1.070424982
ENSG00000206958	0
ENSG00000250306	0
ENSG00000250156	8.563399856
ENSG00000271904	0
ENSG00000245526	8.563399856
ENSG00000250705	1.070424982
ENSG00000245864	3.211274946
ENSG00000250377	0
ENSG00000250555	0
ENSG00000081189	361.8036439
ENSG00000248309	8.563399856
ENSG00000250831	1.070424982
ENSG00000250437	0
ENSG00000214942	0
ENSG00000249265	1.070424982
ENSG00000264342	0
ENSG00000248555	4.281699928
ENSG00000253321	0
ENSG00000260871	1.070424982
ENSG00000153140	1102.537731
ENSG00000255647	1.070424982
ENSG00000176055	214.0849964
ENSG00000113356	3201.641121
ENSG00000176018	619.7760646
ENSG00000164199	86.70442354
ENSG00000249514	2.140849964
ENSG00000212930	1.070424982
ENSG00000251093	1.070424982
ENSG00000199643	0
ENSG00000234292	1.070424982
ENSG00000248323	17.12679971
ENSG00000271762	0
ENSG00000277001	0
ENSG00000240388	0
ENSG00000241059	0
ENSG00000113369	1252.397229
ENSG00000281357	2.140849964
ENSG00000251356	1.070424982
ENSG00000248826	0
ENSG00000276426	0
ENSG00000250049	2.140849964
ENSG00000248864	0
ENSG00000249776	0
ENSG00000249169	3.211274946
ENSG00000249984	0
ENSG00000248588	2.140849964
ENSG00000248950	0
ENSG00000249958	2.140849964
ENSG00000248528	0
ENSG00000251361	3.211274946
ENSG00000213730	4.281699928
ENSG00000237187	262.2541206
ENSG00000175745	472.057417
ENSG00000278905	3.211274946
ENSG00000113391	586.5928901
ENSG00000249353	2472.681708
ENSG00000248483	4.281699928
ENSG00000272406	0
ENSG00000251023	2.140849964
ENSG00000185261	40.67614931
ENSG00000251544	0
ENSG00000254132	0
ENSG00000251340	1.070424982
ENSG00000232578	5.35212491
ENSG00000270133	2.140849964
ENSG00000133302	626.1986145
ENSG00000175471	37.46487437
ENSG00000249175	6.422549892
ENSG00000243806	0
ENSG00000276514	1.070424982
ENSG00000249545	3.211274946
ENSG00000153347	7.492974874
ENSG00000225165	1.070424982
ENSG00000198677	811.3821363
ENSG00000212259	0
ENSG00000164291	168.0567222
ENSG00000178015	1.070424982
ENSG00000175449	35.32402441
ENSG00000145757	4.281699928
ENSG00000250240	2.140849964
ENSG00000164292	1608.848748
ENSG00000173221	280.4513453
ENSG00000251348	0
ENSG00000251000	17.12679971
ENSG00000251409	0
ENSG00000272021	1.070424982
ENSG00000236882	2.140849964
ENSG00000250362	3.211274946
ENSG00000118985	2011.328541
ENSG00000251314	3.211274946
ENSG00000250955	1.070424982
ENSG00000213716	0
ENSG00000250551	0
ENSG00000207578	0
ENSG00000206997	1.070424982
ENSG00000249746	2.140849964
ENSG00000250158	0
ENSG00000175426	7.492974874
ENSG00000153113	6639.846163
ENSG00000249180	0
ENSG00000164307	326.4796195
ENSG00000248734	0
ENSG00000272109	2.140849964
ENSG00000247121	13.91552477
ENSG00000164308	78.14102368
ENSG00000113441	826.3680861
ENSG00000227836	3.211274946
ENSG00000200884	0
ENSG00000213701	1.070424982
ENSG00000251513	3.211274946
ENSG00000145721	7.492974874
ENSG00000058729	1191.383005
ENSG00000206698	0
ENSG00000248758	2.140849964
ENSG00000251054	0
ENSG00000249761	0
ENSG00000251389	0
ENSG00000249977	0
ENSG00000250331	0
ENSG00000248931	0
ENSG00000251193	0
ENSG00000248202	3.211274946
ENSG00000249101	1.070424982
ENSG00000248901	0
ENSG00000249135	1.070424982
ENSG00000238000	25.69019957
ENSG00000176183	2.140849964
ENSG00000250221	26.76062455
ENSG00000250830	0
ENSG00000249990	0
ENSG00000249448	0
ENSG00000251102	35.32402441
ENSG00000251553	5.35212491
ENSG00000174136	199.0990466
ENSG00000246763	7.492974874
ENSG00000279232	0
ENSG00000250162	2.140849964
ENSG00000153922	1375.496102
ENSG00000222610	0
ENSG00000248489	0
ENSG00000200351	0
ENSG00000241597	0
ENSG00000249444	0
ENSG00000206356	0
ENSG00000227762	0
ENSG00000249515	0
ENSG00000248236	0
ENSG00000248928	0
ENSG00000250391	0
ENSG00000249963	0
ENSG00000199378	0
ENSG00000270232	0
ENSG00000270230	0
ENSG00000271687	4.281699928
ENSG00000270906	2.140849964
ENSG00000270350	0
ENSG00000271480	0
ENSG00000270388	1.070424982
ENSG00000270307	1.070424982
ENSG00000270225	13.91552477
ENSG00000271207	1.070424982
ENSG00000274455	0
ENSG00000207077	1.070424982
ENSG00000275374	3.211274946
ENSG00000273957	0
ENSG00000249787	1.070424982
ENSG00000247877	11.7746748
ENSG00000174132	320.0570696
ENSG00000250806	1.070424982
ENSG00000207269	0
ENSG00000113532	10.70424982
ENSG00000221263	0
ENSG00000277506	0
ENSG00000251261	0
ENSG00000249495	0
ENSG00000199786	1.070424982
ENSG00000248261	0
ENSG00000173930	16.05637473
ENSG00000222987	1.070424982
ENSG00000205359	5.35212491
ENSG00000249017	1.070424982
ENSG00000250958	0
ENSG00000247402	0
ENSG00000250682	18.19722469
ENSG00000145730	5977.253099
ENSG00000175749	2.140849964
ENSG00000145723	535.212491
ENSG00000145725	1266.312754
ENSG00000248203	0
ENSG00000181751	433.5221177
ENSG00000250567	0
ENSG00000226926	2.140849964
ENSG00000248757	1.070424982
ENSG00000112874	728.9594127
ENSG00000283462	4.281699928
ENSG00000251026	19.26764968
ENSG00000201910	0
ENSG00000239808	2.140849964
ENSG00000251574	18.19722469
ENSG00000278958	0
ENSG00000253776	2.140849964
ENSG00000252881	0
ENSG00000253584	1.070424982
ENSG00000232159	2.140849964
